date,review,rating,isEdited,userName,title,developerResponse
2023-07-02 07:24:14,"I really think Chapters could be good and for some reason I want to like it, but as of now it barely competes with other story apps like Romance Club and Choices. The biggest thing is the writing and stories themselves. They’re abysmal on Chapters, just an enormous pile of trashy smut crap. I have to stop by the second or third chapter because I feel like I’m losing brain cells. I love Poison Study but that’s by M. Snyder, not you guys. And I dare you to write a story as incredible as Blades of Light and Shadow on Choices. Good luck with that. There’s also no wardrobe feature to change outfits whenever you want like these other apps do. And of course the diamond crap is ridiculous. I might be inclined to buy/use them if they added to and enhanced the plot in any way, but they do absolutely nothing. On Choices, diamond choices add so much, and btw you can also watch 100 ads for diamonds, all at once. I’m a happy VIP member there. On Romance Club choices also matter, and they also do diamond rush events where all choices are free, so I always purchase teacups (I.e. passes) so I can read more. These apps are getting my business, and unless you implement new features to compete with your competitors, I won’t spend a penny. Maybe my review won’t matter if somehow you guys are making money with what you’re doing now, but I’m sure you could have more customers if you changed things. Just saying.",2,False,cholveybates,"There’s potential, but really falls short","{'id': 37510179, 'body': 'Dear,thank you for your feedback.We are very sorry that you were disappointed. We would be glad to hear from you what exactly in the game you do not like and what you would like to see! After all, it is the users who help us improve the game, and make more pleasant updates! Feel free to send us any suggestions: log into your app > Help >Feedback.', 'modified': '2023-07-06T10:40:51Z'}"
2022-06-04 04:13:05,"There is a serious issue going on with the google sign in for this app. Normally I rate this app 9/10 but not right now. I deleted the app for a while because I was having an storage problem on my phone. My account was saved through google and I’d signed in multiple times when I’d deleted the app before and redownloaded so I wasn’t concerned about getting back in. Now, I just downloaded the app again and went to sign into my account for google as usual, except it would only let me sign into a different google account…one I had never even used for this app. Every time I tried to sign into my other account, the app kept glitching and taking me back to the sign in page, never even letting me put in my password. The app has had some bugs before but nothing like this, this is a serious issue. I’m writing this review partly to warn people and partly to get the developers attention because I can’t get help through the app because I can’t get into my account. I love your app and stories and I had a really good account going…if it’s somehow lost or I’m never able to sign in due to a glitch and I’m forced to start over on a new account…I’m never playing again. That shouldn’t have happened and it’s disturbing that the app wanted me to use my other google account that I have never once used for this app. I would appreciate a response about the issue, otherwise I’m afraid I’ll have to delete the app for good and that makes me really sad",1,False,MysticRose17,Google sign in problem,"{'id': 30234303, 'body': ""Dear valued player, sorry for hearing the bad news. Did you link your account with Google/Apple/Facebook? If you didin't , it is likely to be lost when you change your phone or reinstall the game. If you do, you can directly log into it!\xa0If you have any issue, please contact us via your app- help- feedback.\r\n"", 'modified': '2022-06-08T08:17:50Z'}"
2019-02-12 02:26:09,"I have mixed feelings about the app. I just re-downloaded the app about a week ago, and within that week I’ve come to a few different conclusions. I’ve only read two stories so far. One story I finished, the other I’m on the last few chapters. I can honestly say that I do like the actual stories so far. Both stories that I’ve read have been LGBTQ+ stories, which are the only two LGBT stories I can find. It bothers me that there is barely any diversity on this app. You can’t even really customize the characters to how you’d like them to look. Another thing that bothers me is the diamonds system. Now, I’ve seen this complaint a lot in the reviews. That should say something to the app developers. It’s highly inconvenient that I have to either pay hard earned money for diamonds, or just choose the option without diamonds. How am I supposed to make a choice that costs me 12-20 diamonds when I only have 7, and only get one per finished chapter? Someone in the conference room needs to reevaluate their math skills... Also, the problem with that is, the story will not go the way that I wanted it to. Which makes me disinterested with the book and wanting to just stop reading it and deleting the app altogether. Now, one thing I do like about the app is the taptales. They’re very interesting and don’t require you to make choices, meaning you don’t have to pay for some choices. I really think some drastic changes need to be made immediately.",2,False,Nana 🖤,Conflicted,
2024-09-27 12:08:49,"I have been playing this game for a while, and I have spent real money on it and I subscribed for a while but it does get really expensive, so they came up with a new way for people to earn diamonds for free. By doing surveys or playing a game on your phone and earning points or getting to a certain level you can earn diamonds. I tried some of these and sometimes they worked and I got a decent amount of diamonds. But now, it’s like it’s becoming a hassle. I have completed some that didn’t give me anything. When I reported it, someone argued with me saying that some of the surveys I didn’t qualify for so the seller or whatever didn’t approve it. I told her i did complete the survey. so either that vendor is lying or you are lying. I didn’t say that to the person but I wanted to. I sat there on my phone for 20 mins answering questions and then I didn’t even get my reward. Or it says all I have to do is to complete an account registration. I don’t need to complete any deals or do anything else. I did that and I didn’t get my diamonds. The vendor wants me to complete to offers which usually include you spending money. Then it is not free diamonds or free gift card. Just saying this is ridiculous and needs to be fixed. I don’t know who monitors these vendors but some of them are sketchy. And some of y’all’s employees need to learn customer service. I wasn’t rude to her\him or nothing.",2,False,lilmar676,Ridiculous,"{'id': 47073865, 'body': 'Sorry for the inconvenience, but we need more detailed info for further checking. Please go to Help >Feedback in your app Chapters and describe your problem or send it to support@crazymaplestudio.com. The customer service team will get back to you within 24 hours', 'modified': '2024-09-29T10:17:14Z'}"
2023-04-10 14:38:40,the app was amazing at first but then after you finish the first story its chaos. first  my diamonds started disappearing i’ll have like 32 i leave the app to go to bed then i wake up the next morning with six. second i didnt see this in my first story but i wish i did mager red flag 👀 all the stories have way to many diamond choices that you are forced to choose the one that is the most expensive because it will ruin the whole event their at or something like that and they are so frequent that i counted and in a lot of stories its every 3 free choices that you get an expensive choice that you are forced to do the most expensive one. third im not receiving diamonds from watching ads anymore or from completing quizzes i understand that some quizzes take a couple day to give you the diamonds but its been two weeks an im waiting upon SEVEN!  i keep checking the section an im still getting NOTHING! at this point the game owes me so many diamonds for them disappearing and me not receiving them that i could probably pay for all the diamond choices in all the stories and still have a-lot left  UNLESS ALMOST ALL OF THEM DISAPPEAR IN THE DEAD OF NIGHT and when i  watch an ad for diamonds i dont receive them what so ever but it still counts it and puts the timer on even though i don’t receive them anymore. this app has a poor performance and i have a feeling that the developer is going to reply and blame me for their suckish app’s performance,1,False,one star87,great at first but then 😬,"{'id': 36222811, 'body': 'We apologize for the problem you encountered. Rest assured it has been brought to the attention of our team for resolution. You can always contact us for any questions or suggestions.: log into your app > Help >Feedback. Thank you for your cooperation!\r\n', 'modified': '2023-04-28T09:31:55Z'}"
2023-06-19 05:45:33,"Firstly - The characters are so beautiful and the story plots are so interesting that it can be for anyone! One thing, I personally love is that you can comment and read comments from others, which is cool to see what others think too!
Although, sometimes acquiring diamonds can be hard, but there’s different ways to get diamonds 💎. In kinda like a fun way. AND, the fact that you can create your own stories blows my mind! So since I’ve always loved writing stories in my small office, gives me peace and some freedom is a some way to do whatever I want! Also, people are so talented! Seriously though. I highly recommend this app, like if you’re into romance/CEO/arranged marriages/LGBTQ+ stories this is for you! I honestly was surprised to see lesbian and gay stories which I love, we need to see more of that. And being surrounded by LGBTQ+ individuals myself, made me so happy to see these stories!!! Y’all, I spent 4 hours straight on this game😅.  But it was a really good experience. Let’s talk about the people behind Chapters, there incredible! Even if I don’t know them personally, I LOVE YOU THANKS FOR MAKING ME FEEL A TAD BUT HAPPIER :). Ya so anyway, y’all have a good day. I really wanted to write a comment so I did. HAVE A FABULOUS DAY!!!!🤪",5,False,kfkdndndñol,Amazing app 🤩,
2020-07-04 01:56:52,"I love this game. The stories are great and much like stories I also write. I do wish there were more paranormal stories. Specifically witches. The diamond thing isn’t so bad. 10 dollars a month for a membership seems reasonable. But even without that you can make many choices in many stories. It’s all very thrilling. The one thing I would take note of...definitely give more options for character. I feel like most people want to make a character as similar to them as possible. Unfortunately, in some of the stories, the girls are hideous lol. Women of color should also have more choices as well. What...they get one girl? And Asians get one girl? And usually there is at least 2 different white women to choose from. Or everyone has brown eyes. And I’m a very pale Jewish girl with green eyes and black hair.  So usually no one looks like me haha. I do like that we have multiple hair options though. It would be super cool if we could create a character but I understand that is difficult so just having more options would be nice. :) overall really great game though. Out of interactive stores this rates 2nd for me with arcana being 1st. Idk why choices gets more attention because I really feel that the stories in chapters are way more interesting.",5,False,GJFIENDIEKIXKE,Great game!,
2019-08-25 18:43:28,"If you aren’t paying you aren’t really playing, it seems. I have never written a review in my life, but I actually have been enjoying the reading thing and the “idea” of getting to play a part in decisions and the outcome of the story. But that’s literally not the case when it gives you three options, one is of no cost and the other two are required diamonds with is required to pay. Even if you eventually add up all the diamonds you can get watching videos (which is a measly two at a time per video that are scarcely even an option to watch, not a watch and collect at your own leisure) the options are between 12-17 diamonds. I can’t pick and outfit or different decision if I don’t pay for this out of pocket which I currently do not have the option to even do right now as that’s going to get extremely costly. Maybe if it was 5$ for like 1000 diamonds , not 60 of them for that price. After one chapter you’ve just spent 5 dollars on a game that’s supposed to be free. It’s fun but not really as fun as it could be if you actually got to make choices. By the end of a book you’d be paying like 20-50 bucks if you picked your own choice which costs every time it pops up. Sucky. If it wasn’t for all that bs you have to deal with I’d give it a 5star rating all day! ):",3,False,Caitlyn1996,Love the stories but if you don’t pay...,
2024-10-16 16:09:33,"Buyer Beware. While the content of this app (the actual books) is great - from the clothing options to your choice on how the story goes - the cost is so ridiculously high and cost prohibitive. If you want to get through a book, you either have to pay money for the “gems/diamonds” needed or register for “free gems” by giving out your personal identifying information. For those of us who don’t have the funds to pay the unbelievably egregious amount the creators ask for and are at a high risk of identity theft, this leaves very little options. Given this, and even after reaching out to the creators multiple times with options for those of us who cannot afford the money or the risk to our identities, I was rudely rebuffed. I would gladly praise this app if they would create a monthly subscription at a flat rate and not charge the 17 or 12 gems per choice but rather 3 or 4 if necessary. I am by NO means asking them to do anything for free. Rather, I am simply asking for a consideration to be made for those who love to read but may be at a disadvantage for lack of funds or fear of identity theft. I presented numerous business models and options only to be told to use MY identifying information to obtain “free gems.” I am extremely disappointed in the customer service and given the reviews posted discussing the cost, I am not the only one who has this problem nor am I the first to be completely disregarded by the app creators.",1,False,egoodssss,BEWARE,"{'id': 47540273, 'body': 'Pity if the game did not live up to your expectations. We try to maintain a balance between f2p and paid content, and enrich the content and provide users with a better experience. There are many ways to earn diamonds, watch Ads, earn free diamonds. You can also choose to subscribe for less diamonds cost and enjoy more benefits.', 'modified': '2024-10-18T07:17:39Z'}"
2021-06-01 02:55:32,"Okay, let me just say, I love the stories in this app. Great detail as well. But the Diamonds? Come on now. Each choice is 17+ diamonds and when you buy diamonds, they don’t even last. You would think if you bought a lot of diamonds it would last you a while, but no, about 400 diamonds only lasts you a chapter and a half! I don’t like spending a crap ton of money on diamonds so I always find free ways to grasp them, but it’s like all that saving isn’t even worth it to be able to only get threw a single chapter. Diamonds run out QUICK. And it’s very hard to earn them without having money. I work hard for my money and shouldn’t have to spend it all on diamonds that won’t even last me an entire story! There are other ways you can make money with this app you know. Put more ads or something, I don’t care, but the diamond thing makes me not want to play. Yes, you can have diamonds, but at least make them 5 diamonds or less per choice. Because 17+ diamonds a choice isn’t fair, especially with the people that play who cant spend money like that. And most of the choices, you need diamonds for. So all the stories are ran by diamonds. You can’t get threw a single chapter without them. It’s ridiculous!!! Moral of this comment, Don’t waste your money on diamonds because they won’t last!!!",2,False,dez3597,Love the game but this is Ridiculous.,"{'id': 23168726, 'body': 'Hello,We are sorry to hear the App was not as your expected.We offer a lot of ways to get free gems on our app. Please check out the achievements page, link your app to facebook or google, follow players on their profiles, collect promo codes, watch ads, or just finish stories for more chances for free diamonds.Please feel free to message with some ideas on how to make the app more fun through the feedback function in app.', 'modified': '2021-06-03T07:43:51Z'}"
2022-10-14 20:29:35,"I’ve been playing this game for a couple of years now, and it really is a generally well-balanced interactive story game. I’ve downloaded pretty much all the different (at least popular) games that are similar to this one, and I will say this one has the most polished feel and best range of stories, in my opinion.

That being said, I understand it’s important as game developers that you are supported for the product that you have put out, so I understand requiring gems for certain outfits and progressive choices within the game. However, I’ve played similar games where gems are used to unlock extra parts of the story, instead of demeaning you or ruining relationships because you don’t use them. It’s encouragement to use gems, to gain access to extra scenes and to support you as developers in the process, versus a feeling of getting punished for not doing so. The first leaves a positive connotation on the player (even when they don’t have enough gems to unlock the choice), while the latter that is currently being used feels more like force or punishment. 

Overall, it is a great game. With that simple shift, I feel it would be a fantastic game.",4,False,TacoThieff,"The good, the bad, and the less than ideal.","{'id': 32613862, 'body': 'Hello TacoThieff, Thanks so much for your feedback! Your opinion is always taken into consideration to improve our APP! We will try our best to implement your suggestion to the game.\r\n', 'modified': '2022-10-17T09:29:15Z'}"
2019-01-08 03:54:52,"First of all I do understand that you need to make some money from a free app, but this app heavily advertises that you choose you make your own decisions, but a large majority of these decisions involve diamonds. And it’s always some insane amount of diamonds like 17 when you only get one per completed chapter. The thing that irritates me the most is that every time it’s an option involving diamonds, I ALWAYS want to pick that option. It’s so frustrating. Just like other reviewers have said, I honestly don’t mind the ticket to play system, and you could definitely make a killing off of just that, or do what other apps do, throw in ads every once in a while. This diamond thing makes my blood boil and makes me want to rage delete this app because I can’t pick the options I want to.              ***UPDATE***
               I used my registration reward to choose the option I really wanted to choose, spent 17 diamonds, and got gypped. After I chose the option something within the story prevented my option from happening. Seriously, what was the point in me even spending those diamonds if what I chose I wanted do wasn’t really even an option? I chose an option to reveal something to a character, and right after the story prevented it by some bs alarm going off making it impossible to tell her. I removed one more star from my previous review.",2,False,Digger106,"Love the app, hate the diamonds",
2020-05-04 20:25:16,The reason I’m going giving it three stars is because when you play you have to play for certain choices and outfits. I have no problem paying but the fact that they choices cost so much is annoying. If you don’t pick the paid choice then you lost content and you suffer. In the recent update they decided it was a good idea to to give you even less diamonds then that did before which is very dumb. I think it’s dumb because if there going to give you less then they should lower the prices for the choices. I get it the app is probably becoming more popular which is why there making it harder to get diamonds. Now the only way to get more diamonds is to become a VIP and I’m not paying to become a VIP when this is only a game. I think they should change it back to getting to diamond after a chapter then an extra too if you watch the ads. Also the conversion for the the diamond exchange is honestly outlandish 40 for ONE diamond. It should be like 5 for 1 since you don’t have that many opportunities to get them anyway! They raised the price of the choices to the same thing as if they were giving us more diamonds but there not! Now I have to choose the choice that cost nothing because I don’t have enough diamonds. Very annoyed and I’m probably going to delete this app!,3,False,NHL dhdhxb,It was cool,"{'id': 15251357, 'body': ""Hello! Please feel free to message us at the feedback session of our app, and we are more than happy to work through technical issues with you. We are always trying to improve the functionality of our app, and would love to speak to you more about the issue you're experiencing.\r\n"", 'modified': '2020-05-11T22:08:44Z'}"
2018-02-03 00:03:35,"I have played a lot of story apps: Choices, Episodes, Lovestruck, What’s Your Story?, etc. This is honestly one of the best if bot the best one.

Like the rest of these story apps, you need tickets to read a chapter. However, Chapters is the most generous one. In other apps, it takes 2-4 hours to get a single ticket, and most give you a max of two tickets at a time. Chapters also has the standard of two tickets, but regeneration time is only 30 minutes, which is awesome! The timer starts as soon as you use a ticket to start reading, which is nice since some of the other apps don’t start the timer until after you’ve finished reading.

The best thing about this app is that it doesn’t make me feel like an ATM like the other story apps, which are full of ads and have a many choices that needs to be unlocked with many diamonds/gems. This app also requires diamonds, but it’s not outrageous like other apps which have choices that cost 30-50 diamonds. Most locked choices in Chapters that I’ve seen cost 17 diamonds or less, which I think is very reasonable. I also have never seen an ad. Honestly, this all makes me very willing to spend money on this app, which I have done.",5,False,ruishigao,Best story app,
2021-08-24 07:18:07,"Enjoyed many stories however there’s no more left at all I read thriller ,mysteries ,suspense , comedy drama .. was a little dissatisfied in some of ones such in your categories good but could be more suspense or longer if it’s better your mystery and paranormal were decent but could use a spin off revamp fallen angel, also your surveys are awesome it’s awesome that you provide that but quite often get denied right away and given 1 diamond it gets aggravating especially when you’re enjoying the stories and need diamonds but the wheel is crap I’d rather trade the maple coins but 85 only got me 2 diamond cool but wow really?! How do you Create stories? It would be nice if there’s was directions.. I’ll be back for vip if there’s ever intense mystery thriller or a little more suspense or combine them , ever heard of adding comedy ?however I refuse to read just romance itself but you need to wipeout the low rated stories redo them completely why are some of them I was interested but only 5 chapters? I won’t bother reading short and I actually wanted to read them they caught our eye I want my moneys worth and I get offended seeing bdsm or lgbtq under one of my preferred categories I believe when you put suspense the stories under should be of ONLY that genre I dislike falsities..",3,False,wagnertroy,Suggestions,"{'id': 24749981, 'body': ""Hi Player, we're thrilled to have your love and support. We have forwarded your valued suggestions to our relevant departments to review.\r\nIf you have any other questions or concerns please send us a msg: log into your app > Help >Feedback."", 'modified': '2021-08-27T06:46:57Z'}"
2021-07-07 16:09:24,"Seriously, quit with all the 4-5 part advertisements. I tried to watch a video after I finished a chapter, to get the 2 gems, and I watched it and still didn’t get them. Instead it made me watch it again to get the gems. I like the stories, but a lot of them are a little to much like been there done that.  There’s nothing like reading the first 2 chapters and immediately knowing how the book ends.  And you can clearly tell that some of them are sort of knock offs from movies. For example, we didn’t start having stories with Doms and subs until fifty shades of grey was released. Now there are all kinds of them popping up. Graphics are much better than they were 4 years ago. I don’t have any problems with glitches so that’s awesome. I will continue to use this app because of its consistency. It regularly puts out new stories. Which is amazing because on a different app, I’ve been trying to read a story that’s lasted for more than 2 years because they only release a couple chapters every few months. You will never know my gratitude for the fact that this app doesn’t do that.",4,False,Eye41Eye,What’s up with all the advertisements?,"{'id': 23839113, 'body': ""Hello,We are sorry to hear the App was not as your expected.If you didn't receive diamonds after watching Ads,please login your account and come to us via:Help>Feedback with more details with this issue,we will reply you within 24 hours.And we are always looking for new ways to make our app more interesting for users, and would love to know how we can get your five-star review. Please feel free to tell us."", 'modified': '2021-07-09T09:45:24Z'}"
