review_id,user_name,userImage,review_description,rating,thumbs_up,reviewCreatedVersion,review_date,developer_response,developer_response_date,appVersion
045f0774-dc91-4096-b5a4-94fc2bea2773,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's fun to have an experience like this.,5,0,3.3,2025-03-07 02:08:01,,,3.3
82478652-bb76-4f04-bf4c-4ea97cdd7f7b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Interested game,5,0,3.3,2025-03-06 13:31:02,,,3.3
2c993d59-f733-4c9d-8722-9b9acb266c64,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"One of my favourite games, the chats are immersive and the characters are visually appealing! 💖✨",5,0,3.2,2025-03-05 19:12:28,,,3.2
1e103cd8-6f6f-40be-b989-3ca78d7000e5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"If there was a monthy fee to get gems and no ads. I probably pay it, as it is now its way to predatory. Also sometimes the protaginst comes off way to stong, and I wish we had more answers options than:""yes 200 gems"" ""no"" and ""no but different""",1,0,3.3,2025-03-05 15:01:09,"We appreciate your honest feedback! 💖 We're always looking for ways to improve the experience, including balance and choice variety. Your suggestion about a monthly option is interesting, and we'll pass it along to the team! 😊",2025-03-05 16:09:27,3.3
db671164-d7cd-422b-a12c-d585205ef5a9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It's good story but too much on spending, so you can't enjoy the story unless u buy/spend, and it's way too much to pick an outfit, do more on date or even say something. Gives you 1000 in the beginning, which you would have thought it lasted a while, but no. now im getting annoyed doing the story. im not willing to spend and can't earn unless u watch ad 5 times a day. Would be nice to have a side game to earn gems to unlock the better game.",3,3,3.2,2025-03-04 16:26:09,"We appreciate your feedback! 💕 We understand that balancing diamonds can be tricky, and we're always looking for ways to improve the experience. We'll share your suggestion about additional ways to earn gems with our team. Thanks for playing! 😊",2025-03-04 17:45:55,3.2
c24eb527-251e-4ed2-8a3c-56bceaf15416,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's amazing with different story's I think though someone needs to marry or have a kid etc,5,0,3.2,2025-03-04 16:15:19,That’s a fun idea! 💍👶 We love hearing what players want to see in the stories. Stay tuned for more exciting content! 💖,2025-03-04 17:49:10,3.2
6d1e118e-800f-43f4-98bf-c86008c982a2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,3.2,2025-03-03 09:52:22,"Glad to hear you’re enjoying Winked! 💖 Thanks for playing! 😊

",2025-03-04 17:49:32,3.2
3ada29bb-515e-4a99-8fa9-6f9f04928659,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I'm totally bored with this game now. It is not for black people. Also many characters don't even have story lines so what's the point of putting them on the swipe list? Also characters go offline and don't return. I'm uninstalling. Don't like this game anymore.,1,0,3.2,2025-03-03 02:23:29,"We appreciate your feedback and take diversity seriously! 🌎 We’re always working to improve representation and will share this with our team. If you have any suggestions, feel free to let us know! 💜.",2025-03-04 15:59:53,3.2
5bb3f207-731e-4634-a10c-b1a5575623cb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,5,0,,2025-03-01 12:43:12,"Thanks for your feedback! 😊 Let us know if you have any suggestions!

",2025-03-04 17:50:26,
40178a1d-12fb-4ca4-90d3-920a6d347b25,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good story lines but why is it so expensive to buy options,4,0,3.2,2025-02-27 10:10:12,"We’re glad you’re enjoying the storylines! 😊 We understand that premium choices can feel pricey, and we’ll share your feedback with the team. 💖 Don't forget you can earn some free gems through ads and rewards! 💎✨",2025-03-04 17:50:51,3.2
33e85b72-1581-4d11-bffa-16c3abdec7b0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"A bit too gem driven. But, still fun",4,1,3.2,2025-02-24 18:08:48,"We hear you! 💎 While premium choices add extra spice, you can earn free gems through daily rewards and other in-game features! Thanks for playing! 😊",2025-03-04 17:54:49,3.2
6807628a-6b59-4762-a131-33a102be7911,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Loving it,5,0,3.2,2025-02-24 16:54:20,Yay! 💖 We're so happy you're loving Winked! Keep enjoying the adventure! 😍✨,2025-03-04 17:55:02,3.2
63c15597-331a-4070-93e7-9e6d919007dc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I love the game. I think the game play and interactions between the characters are fun. I just wish that the extra things like the photos,audio, and outfits didn't take so many diamonds. I would enjoy playing more if it didn't cost so much for one outfit or one picture. I understand that it's how the people creating the game get paid. But it would be more enjoyable if extra things didn't cost 200 or 300 diamonds for one item.",4,24,3.2,2025-02-22 14:33:18,"So glad you're enjoying the interactions! 💖 We understand that premium content can feel pricey, and we truly appreciate your feedback! We'll keep it in mind as we work on improving the game. Thanks for playing! 😊✨",2025-03-04 17:57:34,3.2
c7837bc1-6947-4fe2-b21a-e709f42bc67e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Love it,5,0,3.2,2025-02-22 06:03:08,Yay! 💕 We're so happy you're loving it! Keep enjoying the fun! 😍,2025-03-04 17:57:44,3.2
965b76eb-bddc-400d-ac66-d2c9aac30ff3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love this app it is so good and creative xx,5,0,,2025-02-22 02:09:20,Thank you! 🥰 We love hearing that you're enjoying the creativity! Have fun! ✨💖,2025-03-04 17:57:51,
ae3631fd-c8ac-4f7c-9a09-6a3fefab93ac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This game is weird.. I feel like I just adapt to whomever I'm talking too there aren't real choices .. and to progress, you need gems.. I suggest making more choices available .. let us be us.. not fake .. and I suggest making the use of gems cheaper.. I don't mind paying for gems.. but when things cost 250 a pop and I'm gonna spend $20 for 2500.. it's gonna go fast. I would much recherche spend and know it's gonna go far!",3,0,3.2,2025-02-21 11:03:12,"Thanks for your feedback! 💕 We aim to provide a great balance of choices, and we understand that diamond costs can add up. We’ll pass your thoughts along to the team for future improvements! 😊

",2025-03-04 17:47:01,3.2
bad5b567-ca83-4887-81aa-f4c8f9593ba4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great,1,0,,2025-02-20 12:38:00,"Hey there, we’re glad to hear you like Winked! Be sure to give us more stars! ⭐⭐⭐⭐⭐
",2025-02-24 18:28:11,
2c3f38cf-15ec-4677-8e9e-863001cf1897,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I decided to purchase 1280 hearts with their new more offers section. They credited to my game fine, i played the cupid card game and won more so I had just over 1600 hearts. The game restarted itself in the middle of playing the game again and when it reloaded I had 16 hearts. I've tried contacting support several times with no answer. Never spending money on yhis game again and not sure I even want to bother with it anymore",1,1,3.2,2025-02-20 02:45:39,"That doesn’t sound right! 😢 Please contact our support team with your game ID, and they’ll investigate this for you. We want to make sure you get what you’ve earned! 💖",2025-02-24 18:28:33,3.2
bc02b73e-6af8-4c93-8037-1dd712a5f440,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Edit 2: The new UI definitely pressures new players into spending their money. When you refuse to, they will tell you ""awww, you missed out!"" But, after seeing AI... the game itself is deserving of 1 more star, bc at least the characters make sense and *remember their storyline.* Even if the creators haven't updated a character in all of 6 months",2,71,3.2,2025-02-19 21:43:13,"Hi there, thank you for your review. Playing the game for free is always possible - it might be more challenging, but it is definitely more rewarding! 😊 Please feel free to contact our Player Support Team for help on how to earn more gems by tapping on Settings -> Help. Happy playing!

",2024-02-06 20:02:46,3.2
f5573d8b-5745-46ab-8001-d0d886f7a3cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I really like the stories. There is only one slight problem when I have to make a premium choice, I have to use a lot of my hearts",5,3,3.2,2025-02-19 10:57:35,"We're happy you're enjoying the stories! 💕 While premium choices add extra excitement, you can collect free gems through daily rewards! Thanks for your support! 😊",2025-03-04 17:58:36,3.2
7a28c3ac-eae9-4963-9c07-9a45e370a5df,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Its better if you give more points rather than making us buy everything,1,0,3.2,2025-02-17 13:31:49,"We hear you! 🏆 While some items require purchases, we also offer daily rewards, events, and challenges to earn points. Keep an eye out for more ways to win! 🎉

",2025-02-24 18:28:47,3.2
f677d60c-4921-4e04-b629-663d3dfcba28,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,its good,4,0,3.2,2025-02-14 09:35:50,"Happy to hear that! Have fun playing! 💖
",2025-03-04 18:02:33,3.2
2aac1d12-37d8-44b1-ac39-6f453a9e8edf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is very nice game it also help in real life,5,0,,2025-02-14 00:36:35,That’s amazing! We love that the game resonates with you! ❤️,2025-03-04 18:02:41,
5bec44e6-e8fa-4ed6-a9b3-ffdee7c4d515,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Love it. Somehow I wish it was real,5,0,3.1,2025-02-10 08:02:35,"We totally get that! If only, right? 😍",2025-03-04 18:04:00,3.1
e2ea563a-b1ed-49f2-9527-9609f50cfaa7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,4,0,3.1,2025-02-09 14:41:39,Thanks for playing! 💖,2025-03-04 18:04:08,3.1
80021240-5049-4e44-b5af-8778eb56b331,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I love this game, so fun.",5,0,3.1,2025-02-08 03:05:49,Yay! So glad you’re loving it! 🎉,2025-03-04 18:04:17,3.1
6ed98174-9f6c-418e-ba46-116a676b91df,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I really like playing this game but it's for adults only,5,0,3.1,2025-02-07 22:40:55,That’s right! The game has a PEGI 16 rating. 💖,2025-03-04 18:04:58,3.1
eae587ae-90a2-4729-aa4f-e9fff8b89291,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's hard to get gems 💎 so it makes things take alot longer,4,1,3.1,2025-02-03 10:29:23,"We know gems can be tricky to collect! 💎 Try daily rewards and ads for extra boosts!
",2025-03-04 18:06:55,3.1
9aec1dd2-48e7-4e01-aad8-df2a56592de6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Its alot of fun...very interesting🔥🔥🔥,5,0,3.1,2025-02-02 10:08:57,"So glad you're having fun! 🔥 Enjoy the game!
",2025-03-04 18:07:04,3.1
86e6030b-f419-4461-b90c-d32e6c0ae16c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Just another money hungry app that DOESNT LET YOU DO ANYTHING UNLESS YOU SPEND MONEY. Greedy developers wont get my money,1,0,3.0,2025-01-28 21:56:00,"We’re sorry you feel this way! 💔 While premium choices are available, we also offer daily rewards and events to help players progress. If you have any suggestions, we’d love to hear them! 😊",2025-02-24 18:59:26,3.0
f8ef0fb6-8c34-4eaf-ae7f-8fbccc6c7636,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've looked at the start of the game, it seems nice-solid art, easy to navigate-all the basics are fine but the option to play as a different gender (male) is a big deal for me. A small ask but I think it would make the game a lot more diverse and most definitely open up new players with the same interests as myself into the game. Uninstalled for now, if the options are added I'd love to come back and give this game a proper rating! <3",2,0,3.0,2025-01-26 02:23:51,,,3.0
78222a73-f44e-4d59-a3a0-72bd3520b18d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"playing this game 3 years alotthought some matching is really fun and allowed you think outside of the box with choices for a cost which their price is to much 250 for choices that's when you do t have a free voucher in that category. And it doesn't make since for a choices to be 250 and the high tier outfit and some hair styles be the same price, with winked focusing on a female stand point. I feel they should allow you to pick men or women to start. And should have a rated R area.",4,14,3.0,2025-01-24 16:09:08,,,3.0
220a557f-81aa-429d-9b43-363b55426de2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,290+ per action on date? Gurl thats outrageous...Nah like ads give 20+daily reward and the choice cost that much? Rent due I guess🙈,2,1,3.0,2025-01-22 11:44:32,,,3.0
c2c94ed0-ab08-4e11-9734-56c7b3bfd47a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Enjoyable you can do whatever you want in this game that you can never do in reality,5,0,3.0,2025-01-21 15:25:55,,,3.0
9e8df45e-77a0-436f-b7ad-ea398078e57c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I think you provide some more heart shaped tokens,5,0,2.8,2025-01-17 21:08:39,,,2.8
5ab47244-bc1f-4df0-8d41-49c7294e5287,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Absolutely Amazing 🤩,5,0,2.8,2025-01-16 11:14:36,,,2.8
f1eb68c7-6efe-439b-8fa5-93f74157fb60,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Love it,5,0,2.8,2025-01-16 02:12:00,,,2.8
37e74a37-61a8-4c6d-8a20-7c9395907220,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Awesome wish it had more diamond options,5,0,2.8,2025-01-15 09:17:10,,,2.8
b80749fa-db65-449c-8bff-fbb486c0207d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Enjoying it, jus getting diamonds isn't easy",4,0,2.8,2025-01-12 03:17:39,,,2.8
3c86e90c-8c44-46bd-8a07-9665107dbbf8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It's sad that you have to spend so much money on this game.But other than that, I do, like the dialogue",2,1,2.8,2025-01-12 03:03:14,,,2.8
e21efcfd-6291-4a9a-9974-55c78e83cefa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Love it,5,0,2.8,2025-01-11 23:12:32,,,2.8
d50dd3e8-debe-4757-8887-5441b5999514,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The game is nice but you will need to buy diamonds for better options. It is so expensive. Hope there are more rewards. Also, chat responses sometimes take time.",3,0,2.8,2025-01-08 22:49:46,,,2.8
d8087d30-03d2-48ce-8782-2ab2c81781aa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I really like this game, but some of my machetes have been offline for a really long time, 6 of them. When i am going to get my Seth Redford or my Nikolai van Valzen back?",4,0,2.8,2025-01-08 21:11:34,,,2.8
82059df3-8595-4f93-b67b-0d577ee935d4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Wish the options were so expensive. Not everyone can. Spend money so maybe have ads to watch for more or something. Other than that an awesome game 😏😉,5,80,2.8,2025-01-07 12:54:00,,,2.8
cff37c0c-3dbe-443b-a782-65eab09ffd1c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I'll keep it simple, the prices need to lower 9r we need to get more free gems",3,0,2.8,2025-01-07 04:33:38,,,2.8
5b24c128-5ce2-4c51-a46b-66ae7fddf9dd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it just gets expensive,4,0,2.8,2025-01-07 03:46:05,,,2.8
958bd35b-8ee8-4195-98cb-46263ad86d42,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The cost to engage is crazy, before you know it you have no money to move forward",3,0,2.8,2025-01-04 20:53:14,,,2.8
cd3d6482-9adc-4da2-9ee1-a994659da39a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I used to love this game, but now it will NOT load past 15%, so I can't play it at all anymore. Very disappointing!!",1,0,2.8,2025-01-04 18:24:32,"Oh no! 😞 Please try clearing your cache or reinstalling the app. If the issue persists, contact our support team so we can assist you! 🛠️",2025-02-24 19:01:16,2.8
25518ff8-4718-4362-870b-cd38665fce4c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"When you get along the storyline, it disappears and you are stuck waiting for an update. This is utterly ridiculous. What is also utterly ridiculous is the amount of diamonds you can get for free. I initially gave this a higher rating, but right after I made a purchase, all of the ways to get free diamonds was reduced. I'm going to give it a few more days and then I will delete the app if it isn't corrected.",1,10,2.8,2025-01-04 06:58:56,"We understand how frustrating that must be! 😓 Some stories require updates, but we’re working hard to release new content. Your feedback on rewards is valuable, and we’ll share it with our team. Thank you for giving us a chance! 💖",2025-02-24 19:01:29,2.8
